Olay numarası,Lokasyon,Olay Tarihi,Olay Saati,Olay Tipi,Olay Grubu,Olay Alt Grubu,Saha,Olayın Kısa Açıklaması,OSAR Aşaması,Sorumlu Kişi,Seviye,Araştırmanın Tamamlanma Durumu,Olay Araştırma Kalan Gün sayısı,Döf Numarası,PE Seviye
1031652,2700 OF SITE,11.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",4 nolu yoldan teknokon ambar bölgesine geçiş merdiveni,sabitlenmemiş malzeme,Olay tamamlandı,,,Geçersiz,0,,
1031656,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,5.07.2019,00:00:00,Olay,PE,PE-Yangın/patlama/parlama,Geçici Tehlikeli Atık Depolama Sahası,Evsel atık aracında tutuşma yaşanması,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,3,12519,Seviye 3
1031655,KARA DOLUM,11.07.2019,11:00:00,Güvenlik izleme,İSG,"Mevcut değil veya düzgün çalışmıyor; Tertip, düzen",karadolum bord ups odasına ait fm -200 tüpleri,Kara dolum  bord fm-200 tüpleri sorunu,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,5236.1,Seviye 4
1031659,KARA DOLUM,11.07.2019,11:00:00,Güvenlik izleme,İSG,Mevcut değil veya düzgün çalışmıyor; Uyarıcı sistem eksikliği/arızası.,karadolum ünitesi bord ups odası,karadolum ünitesi   fm-200 sistemi bloklanmış,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,5237.1,Seviye 4
1031657,8300 H.CRACKER FRAKSİYONLANDIRMA ÜNİTESİ,4.07.2019,16:56:00,Olay,IG,İG-Üretim kayıplı ünite duruşları,,H-8301 Fırın Trip etmesi,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1031658,PH 2300 POMPA TRANSFER SATIŞ SAHASI,11.07.2019,00:00:00,Güvenlik izleme,İSG,Çalışma alanında hareketli araçlar.,Petrol Hareketleri 2300 pompa istasyonu girişi,Caraskal Yeşil Etiket,Olay tamamlandı,,,Geçersiz,0,,
1031660,KARA DOLUM,11.07.2019,13:00:00,Güvenlik izleme,İSG,"Mevcut değil veya düzgün çalışmıyor; Uyarıcı sistem eksikliği/arızası.; Tertip, düzen",karadolum 2054 nolu trafo fm-200 tüpleri,karadolum 2054 trafo binası fm-200 sorunu,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,5238.1,Seviye 4
1031661,PH 2300 POMPA TRANSFER SATIŞ SAHASI,11.07.2019,10:30:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",P-2300 pompa istasyonu kimyasal varillerinin olduğu platform,Uygunsuz Merdiven,Olay tamamlandı,,,Geçersiz,0,5239.1,
1031670,KARA DOLUM,11.07.2019,14:45:00,Güvenlik izleme,Proses emniyeti,"Islak/kaygan zemin; Düşme tehlikesi(Açık kablo kanalları,.); Yaralnma riskni artıran tehl.çıkıntılar",İş izin ofisi üstü,Kara Dolum Ünitesi iş izin ofisi üstü oluk kırılması,Olay tamamlandı,,,Geçersiz,0,5240.1,
1031673,3000 TANK SAHASI,11.07.2019,14:00:00,Güvenlik izleme,İSG,Göz ve yüz; Baret/İş ayakkabısı ve iş kıyafeti; Prosedürler/standartlar bilinmiyor,2390 pompa sahası 4 nolu yol kenarı,KKD kullanmama,Olay tamamlandı,,,Geçersiz,0,,
1031678,3000 TANK SAHASI,12.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",TK 3201 DAYK İNİŞ MERDİVENİ,korkuluk eksikliği,Olay tamamlandı,,,Geçersiz,0,5241.1,
1031683,4400 FCC BENZİN MEROX ÜNİTESİ,12.07.2019,11:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma; Kaldırma araçlarının uygunsuz kullanımı; Prosedürler/standartlar bilinmiyor,Yeni LPG Merox Proje Alanı,LPG MEROX ÇALIŞMALARI,Olay tamamlandı,,,Geçersiz,0,5244.1,
1031688,3000 TANK SAHASI,11.07.2019,15:00:00,Güvenlik izleme,Proses emniyeti,Uyarıcı sistem eksikliği/arızası.; Mevcut değil veya düzgün çalışmıyor,PHU SS-2503/Y,phu SS-2503/Y tüp boşalması,Olay tamamlandı,,,Geçersiz,0,5333.1,
1031690,KARA DOLUM,11.07.2019,14:00:00,Güvenlik izleme,Proses emniyeti,"Mevcut değil veya düzgün çalışmıyor; Uyarıcı sistem eksikliği/arızası.; Tertip, düzen; Tehlikeli depolanmış malz. ve ekipmanlar",karadolum 2054 nolu trafo bölgesi,KARADOLUM 2054 TRAFO ODASI  YANGIN PANEL PROBLEMİ,Olay tamamlandı,,,Geçersiz,0,,
1031692,3000 TANK SAHASI,12.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",tk-3201,eksik korkuluklar,Olay tamamlandı,,,Geçersiz,0,5256.1,
1031693,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,12.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,E-7210/B KUZEY TARAFI,açık izolasyon sacı,Olay tamamlandı,,,Geçersiz,0,5257.1,
1031697,4000 FCC ÜNİTESİ,12.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,a yolu fcc yanı,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031703,2700 OF SITE,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",atık sahası arkası,otlardan kaynaklı yangın tehlikesi,Olay tamamlandı,,,Geçersiz,0,,
1031704,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252-tk,sivrisinekler (03.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031705,2700 OF SITE,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",teknokon ofisler bölgesi,dinlenme yerleri(08.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031706,4000 FCC ÜNİTESİ,13.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,fcc reaktör,emniyetsiz duran mazemeler(05.07.2019),Olay tamamlandı,,,Geçersiz,0,5258.1,
1031707,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,Elektrik ile emniyetsiz çalışma.,tk-3002,koruması aşınmış kablolar (05.07.2019),Olay tamamlandı,,,Geçersiz,0,5261.1,
1031709,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252-tk,sivrisinekler(05.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031710,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252-tk,sivrisinekler(05.07.2019),Olay tamamlandı,,,Geçersiz,0,5262.1,
1031711,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252-tk,sivrisinekler(05.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031712,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252-tk,sivrisinekler(05.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031713,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252-tk,sivrisinekler(05.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031714,2050 A MDS 6 Kv DAĞITIM MERKEZİ,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",2050 trafoları çatı kısmı,eksik korkuluklar(02.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031715,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",3103-tk,emniyetsiz basamaklar(10.07.2019),Olay tamamlandı,,,Geçersiz,0,5263.1,
1031716,901Y RUS KAZANLARI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",beton baca yolu girişi,kırık rögar kapağı(09.07.2019),Olay tamamlandı,,,Geçersiz,0,5264.1,
1031717,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",1621/A yanı soğutma kulesi,açık rögar kapağı(09.07.2019),Olay tamamlandı,,,Geçersiz,0,5265.1,
1031718,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,13.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,1621/A,Uygunsuz iskeleler (05.07.19),Olay tamamlandı,,,Geçersiz,0,5266.1,
1031719,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,13.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,1621/A,Uygunsuz iskeleler (05.07.19),Olay tamamlandı,,,Geçersiz,0,,
1031721,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,Emin giriş/ateşli iş sertifikası ihlali,3252-tk,emin giriş prosedürü ihlali(12.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031722,2700 OF SITE,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",4 nolu yol üzerinde teknokon ofisler bölgesine geçişi sağlayan merdiven,uygunsuz merdiven(10.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031723,901Y RUS KAZANLARI,13.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,900-u beton baca karşısı,uygunsuz ekipman(10.07.2019),Olay tamamlandı,,,Geçersiz,0,5267.1,
1031724,2700 OF SITE,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",4 nolu yol üzerinde teknokon ofisler bölgesine geçişi sağlayan merdiven,uygunsuz merdiven(10.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031726,2700 OF SITE,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",4 nolu yol teknokon atölyelere geçiş merdiveni,uygunsuz merdiven(09.07.2019),Olay tamamlandı,,,Geçersiz,0,5268.1,
1031727,4000 FCC ÜNİTESİ,13.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,fcc frc 217 nolu ekipman,uygunsuz ekipmanlar(09.07.2019),Olay tamamlandı,,,Geçersiz,0,5269.1,
1031728,7000  OF SAYT VE BATTERY LİMİT,13.07.2019,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,7000,uygunsuz merdiven(10.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031729,8500 VİSBREAKER ÜNİTESİ,13.07.2019,00:00:00,Güvenlik izleme,İSG,Aydınlatma.,,elektrik çarpma riski(11.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031730,2500 E/C/Y SOĞUTMA KULELERİ,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",2500 Y trafo binası önü,uygunsuz korkuluk(08.07.2019),Olay tamamlandı,,,Geçersiz,0,5270.1,
1031731,3000 TANK SAHASI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3049/1 küre tankına geçiş merdiveni,uygunsuz korkuluk(12.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031732,2700 OF SITE,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",eski iş makinaları binası arka kısım,bozuk yollar(12.07.2019),Olay tamamlandı,,,Geçersiz,0,,
1031733,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",dhp iş izin ofisi önü,bozuk yollar(12.07.2019),Olay tamamlandı,,,Geçersiz,0,5271.1,
1031734,901Y RUS KAZANLARI,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",K-8 arkası,emniyetsiz durumlar(15.06.2019),Olay tamamlandı,,,Geçersiz,0,,
1031735,8500 VİSBREAKER ÜNİTESİ,13.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",K-8 arkası,sabitlenmemiş ızgaralar(13.06.2019),Olay tamamlandı,,,Geçersiz,0,5272.1,
1031738,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",3071 nolu tankın kuzey tarafı,uygunsuz merdiven,Olay tamamlandı,,,Geçersiz,0,,
1031739,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",3061 nolu tank yüzer tavan merdiveni,yüksekten düşme tehlikesi,Olay tamamlandı,,,Geçersiz,0,5273.1,
1031740,AMBARLAR,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,4 nolu yol üzerinde ambara giden yeye yolu üzeri,yaya yolu üzeri engel bulunması,Olay tamamlandı,,,Geçersiz,0,,
1031741,901Y RUS KAZANLARI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,900 bord binası yanı,yüksekten malzeme düşme ihtimali,Olay tamamlandı,,,Geçersiz,0,5274.1,
1031742,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,rafineri içkapı çıkış yönü,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031743,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,TK-3201 yanında bulunan pompaların erişim platformlarının ızgaraları,uygun olmayan geçiş yolu,Olay tamamlandı,,,Geçersiz,0,5275.1,
1031744,BAK.MÜD./MEKANİK ATÖLYE,14.07.2019,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,atölye içerisinde görüldü.,uygunsuz el aleti,Olay tamamlandı,,,Geçersiz,0,5276.1,
1031745,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,2420 pompa istasyonu çatı sacı,yüksekte emniyetsiz ekipman,Olay tamamlandı,,,Geçersiz,0,,
1031746,8700 KÜKÜRT GERİ KAZANIM ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",,eksik korkuluk,Olay tamamlandı,,,Geçersiz,0,5277.1,
1031747,2500 E/C/Y SOĞUTMA KULELERİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",2400 pompası yangın hidrant yanı,ekipman uygunsuzluğu,Olay tamamlandı,,,Geçersiz,0,5278.1,
1031748,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",tk 3252 ile asa arasında 4 nolu yol kenarları,bozuk yol,Olay tamamlandı,,,Geçersiz,0,,
1031749,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,genel bakım çalışmaları,uygun olmayan el aleti,Olay tamamlandı,,,Geçersiz,0,5279.1,
1031750,2500 E/C/Y SOĞUTMA KULELERİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,2500 Y trafo binası yanı,tehlikeli çıkıntılar,Olay tamamlandı,,,Geçersiz,0,,
1031751,8500 VİSBREAKER ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,8500 duruş bölgesi,kaldırma operasyonu,Olay tamamlandı,,,Geçersiz,0,,
1031752,906 JAPON BUHAR KAZANLARI ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,906 RMS doğalgaz istasyonu,uygunsuz geçiş,Olay tamamlandı,,,Geçersiz,0,,
1031753,600 LPG FRAKSİYONLANDIRMA ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Mek./elekt.izolasyon standartları ihlali,T-601,iş izin sistemi,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,5280.1,Seviye 4
1031754,8500 VİSBREAKER ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Mevcut değil veya düzgün çalışmıyor,8500 yaşam mahalinin arkasında,yangın ekipmanı,Olay tamamlandı,,,Geçersiz,0,,
1031755,8500 VİSBREAKER ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Mevcut değil veya düzgün çalışmıyor,8500 bölgesindeki YSC ler,yangın ekipmanları,Olay tamamlandı,,,Geçersiz,0,,
1031756,9200 CCR PLATFORMİNG ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Göz ve yüz,U-9200 ccr,kkd kullanmama,Olay tamamlandı,,,Geçersiz,0,,
1031757,9200 CCR PLATFORMİNG ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Göz ve yüz; Baret/İş ayakkabısı ve iş kıyafeti,U-9200 ccr,kkd kullanmama,Olay tamamlandı,,,Geçersiz,0,,
1031758,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Yakındaki eş zamanlı çalışmalar,TK-3252 ile ASA arası 4 nolu yol üzeri.,eş zamanlı çalışma,Olay tamamlandı,,,Geçersiz,0,,
1031759,PROJE MÜDÜRLÜĞÜ MÜTEAHHİT SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031760,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)","3039 tankı dayk içi yol tarafında bulunan, yatay boru hatları arkası",geçiş yolu eksikliği,Olay tamamlandı,,,Geçersiz,0,5283.1,
1031761,4000 FCC ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",FCC ünitesi CO kazanı 2. kat platform üzeri,dağınık bırakılan malzemeler,Olay tamamlandı,,,Geçersiz,0,,
1031762,5320 KARGO İSKELESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,kargo iskelesi hizasında çıkış yönünde 1 nolu yolda,trafik kuralı ihlali,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031763,8500 VİSBREAKER ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Sıcak yüzeyler.; Mek./elekt.izolasyon standartları ihlali,8500 duruş alanı,iş izin sistemi,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031764,8500 VİSBREAKER ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar,8500 duruş alanı D-8501 yanı,tehlikeli ekipman/malzeme,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031765,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",TK-1621/A dayk içi,tehlikeli açıklıklar,Olay tamamlandı,,,Geçersiz,0,,
1031766,3000 TANK SAHASI,14.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,TK-3081 dayk içi,acil durum prosedürü ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031767,909 TURBO GENERATÖRLER ÜNİTESİ,14.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,900 bord binası kuzeybatı çelik kolon üzeri,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,5284.1,
1031776,4000 FCC ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,FCC FRC 217 nolu ekipman,yüksekte bulunan emniyetsiz malzeme,Olay tamamlandı,,,Geçersiz,0,,
1031777,4000 FCC ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,U-200 (E-207/A),doğru ekipman kullanmama,Olay tamamlandı,,,Geçersiz,0,5285.1,
1031778,2700 OF SITE,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,260 arkassı of-side,saport  sorunu,Olay tamamlandı,,,Geçersiz,0,5286.1,
1031779,8700 KÜKÜRT GERİ KAZANIM ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,U-700,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,,
1031780,8500 VİSBREAKER ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,U-8500,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,5287.1,
1031784,3000 TANK SAHASI,16.07.2019,00:00:00,Kazaya ramak kala,İSG,Kaldırma araçlarının uygunsuz kullanımı,TK-1621/A,uygunsuz kaldırma operasyonu,Olay tamamlandı,,,Geçersiz,0,,
1031785,2700 OF SITE,16.07.2019,00:00:00,Kazaya ramak kala,İSG,Yaralnma riskni artıran tehl.çıkıntılar,tk- 1610/c ile tk-1905 arası yangın eğitim alanı yolu karşısı 1 nolu yoldan teknokon ofis bölgesine dönüşteki köprü üzeri,uygunsuz iskele,Olay tamamlandı,,,Geçersiz,0,5259.1,
1031788,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",U-100 bord binası,eksik korkuluk,Olay tamamlandı,,,Geçersiz,0,5288.1,
1031789,2700 OF SITE,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,5 nolu yoldan 2050 trafosuna giden yol,uygunsuz merdiven,Olay tamamlandı,,,Geçersiz,0,5289.1,
1031790,4000 FCC ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,"FCC ünitesi, CO kazanı",uygunsuz malzeme,Olay tamamlandı,,,Geçersiz,0,,
1031791,2700 OF SITE,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Doğru ekipman kullanmama/uyg.sz kullanma",4 nolu yol,geçiş yolu engeli,Olay tamamlandı,,,Geçersiz,0,,
1031796,2700 OF SITE,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",TK-1621/B ile soğutma kuleleri arası,tehlikeli açıklık,Olay tamamlandı,,,Geçersiz,0,5290.1,
1031797,8500 VİSBREAKER ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte çalışırken KKD,U-8500,kkd siz çalışma,Olay tamamlandı,,,Geçersiz,0,5291.1,
1031800,LABORATUVAR BAŞMÜHENDİSLİĞİ/LABORATUVAR,16.07.2019,11:30:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,Laboratuvar Yemekhanesi,İnoksan bulaşık yıkama makinası hk.,Olay tamamlandı,,,Geçersiz,0,5292.1,
1031803,1400 MEK.TOL.İLE YAĞI WAKSTAN ARINDIRMA,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",U-1400,atık malzemeler,Olay tamamlandı,,,Geçersiz,0,,
1031804,8500 VİSBREAKER ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Mek./elekt.izolasyon standartları ihlali,U-8500 duruş alanı,mekanik izolasyon,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031806,2700 OF SITE,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",U-8000 ile U-7000 arası köprü korkulukları,eksik korkuluk,Olay tamamlandı,,,Geçersiz,0,,
1031807,2700 OF SITE,16.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,U-900 3 nolu yol üzeri pipe rack hattı,yüksekte tehlikeli malzeme,Olay tamamlandı,,,Geçersiz,0,,
1031808,9700 KÜKÜRT GERİ KAZANIM ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,U-9700,el yapımı malzeme,Olay tamamlandı,,,Geçersiz,0,5293.1,
1031809,9200 CCR PLATFORMİNG ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,CCR,asansör arızası,Olay tamamlandı,,,Geçersiz,0,5294.1,
1031810,901Y RUS KAZANLARI,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen","U-900, 901/Y rus kazanları K-4",atık malzemeler,Olay tamamlandı,,,Geçersiz,0,,
1031812,8500 VİSBREAKER ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Çalışma alanında hareketli araçlar.; Çalışanın işle ilgili işbaşı eğitimi yok,"U-8500 duruş alanı, 8501 reaktör ekipman söküm çalışmaları",kaldırma operasyonu,Olay tamamlandı,,,Geçersiz,0,,
1031813,8500 VİSBREAKER ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Çalışanın işle ilgili işbaşı eğitimi yok",U-8500 duruş alanı,kural ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031814,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,U-7000,yüksekte tehlikeli malzeme,Olay tamamlandı,,,Geçersiz,0,5295.1,
1031818,4000 FCC ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,FCC ünitesi ile TÇM yolu arası 1 nolu yol,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031819,3000 TANK SAHASI,16.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",4 nolu yoldan 3201 tankına inen beton merdivenler,eksik korkuluk,Olay tamamlandı,,,Geçersiz,0,,
1031820,4000 FCC ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk,FCC ünitesi izin ofisi karşısı,iskele topraklaması,Olay tamamlandı,,,Geçersiz,0,,
1031824,4300 FCC LPG MEROX ÜNİTESİ,12.07.2019,00:00:00,Kazaya ramak kala,İSG,Tehlikeli kimyasalla uygunsuz çalışma; Prosedürler/standartlar bilinmiyor,4300 FCC Merox Ünitesi,DREYN AÇILIP NUMUNE ALINIRKEN SAHADA ÇALIŞAN PERSONELLERE HABER VERİLMEMESİ,Olay tamamlandı,,,Geçersiz,0,5296.1,
1031823,4300 FCC LPG MEROX ÜNİTESİ,11.07.2019,00:00:00,Güvenlik izleme,İSG,Prosedür/standart mevcut değil/yetersiz; Prosedürler/standartlar bilinmiyor,Saha geneli .,ACİL TOPLANMA ALANLARININ GÜNCEL HALİ,Olay tamamlandı,,,Geçersiz,0,,
1031825,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,3.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Tehlikeli depolanmış malz. ve ekipmanlar",U-9929/DHP 1,YÜKSEKTE SABİTLENMEMİŞ MALZEME,Olay tamamlandı,,,Geçersiz,0,5297.1,
